Id,SalePrice
2321,293817.0863537446
1977,100514.82072065072
1895,151225.04933795473
1240,169325.73834052635
85,145952.29031200125
1823,109431.35833406541
825,293374.46260943543
110,236538.06858191686
697,120287.9722659248
2297,118237.22078800714
1231,140948.85634674737
1355,127410.20920365816
968,361349.1587031253
584,220401.62086695665
1315,149545.05508492794
1606,130453.37286399212
206,96618.20895733195
1685,344585.1280658537
2016,122907.8700232259
869,214181.96149847843
2135,122791.27832898614
2346,191863.51787688863
2430,238097.6611077527
2198,66781.92012786027
2652,104501.99651328544
27,112158.55054721306
241,163431.89533919026
906,125242.44540473679
1506,127396.83822946367
2098,345100.5473430841
1435,221863.20368282823
2213,150968.73488532123
1274,139176.71904691798
743,24622.041003467515
1737,197899.80144907977
2797,289507.66739596194
2185,63453.12209940213
58,169929.49388906965
830,216895.97068783478
808,116862.71605539136
680,139377.088376028
1153,93074.23522314662
1291,141163.9957200056
1818,166514.81481579226
2161,193792.60853015282
1883,118161.0846056533
350,322295.1035736073
2473,157717.729221039
295,171296.54011863586
293,217952.08087857463
859,120615.66052786587
288,68091.95554158348
1578,146107.44060179824
102,205093.40951610962
2831,173562.42762114713
1030,161031.108664538
2551,144810.17703714687
1286,159756.9581502867
958,315028.04357538186
776,113207.42765128659
72,255569.7415307979
2263,251019.61027441313
1866,157256.02504825476
2876,60232.53218945116
2146,259283.26013912633
103,180157.555682573
1500,131831.9950976544
492,178406.40702910768
167,133916.2762631399
2597,111418.11755902949
2685,116637.64667646121
1035,179628.04060207773
1220,54720.47839977266
2602,164390.6826738082
2159,221683.63215973182
695,157138.3493187297
1109,259842.88572212704
640,187334.65066885063
1652,149696.27798699634
2090,143653.69695496047
1188,189020.0741704707
2345,244414.90337341675
1059,365397.08471711224
2751,229670.72394823493
128,220378.5010325783
1523,196207.55236928863
2925,181287.0293616848
2145,300890.9114926902
1121,215423.72868059203
566,262747.0537129354
565,247939.62622236833
1331,131890.71180667728
2928,106397.53202417516
156,136198.6604087199
797,147198.01606100402
327,67041.17773833335
2859,158044.11864977656
1453,112024.15257360763
1762,318618.87111294083
1868,229555.24686003337
1760,179902.377163121
1113,252604.665254415
1812,205780.85892691603
117,147855.75009539165
1142,227921.93039743556
2342,377550.88042825856
927,137209.3826808366
2478,177387.19591322262
655,54520.438991489355
2064,134234.51826512534
369,258011.79124040692
2239,119001.89670630265
2732,210991.73906829604
1653,180883.54581047874
959,200661.37482156558
2395,324904.1746016651
1412,114382.79923158418
271,258818.413576375
1484,170834.7056370231
1497,158789.4132351554
552,153527.8145433683
2,126765.93168021902
1855,326256.21285888075
4,264060.73608048167
2292,148827.11544399709
134,143430.27334440267
646,91437.18938519387
42,305707.90394668235
532,231136.3341140845
713,70386.84902744694
2561,140425.29436187656
2360,130872.92379732663
1333,120302.01901296107
1407,230636.27097880538
2892,297904.99804494437
574,228740.15429226076
1227,195095.42150691617
2591,237409.29335294897
1476,236730.83166728448
1125,282379.60277580377
1446,146617.16589469183
408,108863.25584482402
1101,293033.90923548397
2251,213850.43388027837
373,184648.5116537686
2554,126708.99353123968
2382,261982.91009388585
1985,68885.4410220075
519,231796.9962681646
1093,194174.10239392915
864,256707.9167999113
2889,145146.02259109681
2308,202185.87452749186
986,152108.7850452494
1302,145687.59107627184
585,147896.64417905267
2708,138028.9912631046
147,122092.90854757396
1441,240283.03318009572
383,199418.73596843192
285,150732.2383594704
181,108051.12073892006
358,194170.53359444393
780,173546.40854518977
258,188065.37028469308
1865,222546.48792310758
692,119857.05674081389
2902,323194.8678823202
508,255537.5102287794
2638,149956.28463482205
36,137744.7037414452
611,164124.72717537242
2281,126925.69819138711
1678,125940.55830407166
1696,401098.1208313112
1557,41505.88441172335
2180,142418.57698451472
1726,212072.20827778545
951,138908.45331422798
267,236118.27470453596
2706,130765.82244266244
2221,236589.7846981422
1357,167939.02481222455
2901,305851.09070290765
347,171626.0471544927
2164,210663.03897310141
1586,299351.4355121688
360,166053.9555134843
1769,237753.2078656787
2617,193744.01352927973
1879,125921.3803810603
991,215926.8339482001
1535,106256.61198071064
1191,137399.9102402071
1579,209285.97267801128
1882,-52686.549474217
1510,124635.49121103669
2196,164765.35290331533
1845,184417.3350492122
2336,348844.12376646465
942,78927.71385627473
861,111761.43479157542
2555,111378.65797242685
1392,172846.61565411184
2099,265791.1693560071
1543,126486.65362847131
948,302103.6724465899
1239,195319.9310224536
22,186793.42933689617
2796,255825.34798800992
2747,212422.33688470908
92,295678.4501322345
210,175029.63580280077
1858,214359.0839375744
2228,161188.4329394654
447,218317.7061434479
827,261221.46434490848
1649,240853.1925990386
682,124793.92729436979
2698,116857.67351123085
494,159485.84105036967
214,90691.76324590342
2441,250474.981443848
2679,116380.6883949046
1336,121121.95605288236
465,197381.2822495671
1524,153417.5240035141
2543,118759.29485692224
631,159161.6319615892
2452,305425.97818772215
228,159539.66838589264
126,169999.19261960406
1092,228698.99590322003
1122,207513.47507939
932,213628.41166730225
1980,65926.40615415247
2171,108446.88566820859
551,158121.409128014
2768,188120.62583188573
2056,96641.06699271384
1159,336372.4999506861
2645,112954.76116907736
1174,184699.72617603466
2266,232071.9061930126
2462,368135.3556215626
1219,147850.53490406508
2922,169099.54867930198
118,141377.48265332938
474,178821.91705438844
2576,148867.9633243503
872,290739.85652632965
1077,211623.4245248495
1536,146682.59932272602
1150,107673.17977845692
2341,303710.259731482
1931,151801.4141743309
2785,121512.68233898282
2538,124663.74406450009
597,212958.5949404668
464,188558.9192915382
233,252610.22283566697
2169,130519.43651301344
2123,174179.38926624227
1867,187037.17307371134
137,258833.7127204968
515,224257.16123902262
933,111049.27921288693
2784,152468.33463302092
972,168298.94486319926
599,175199.421398364
2614,143250.42897909926
2582,134835.74627564615
1409,192148.29289959604
175,98387.19215432461
352,185893.968829219
976,83878.83764674072
2134,212239.57696760446
984,114191.60186220915
2396,328592.79896068154
1673,136654.196235409
404,124055.94882009225
607,181284.8822529614
814,174282.43755079573
868,200114.97889373894
2271,208475.5885525467
1633,229696.91131526534
337,158052.3690744061
2765,183315.58259988436
1746,258635.37123897998
368,302052.36013136595
2806,224032.39895423688
1662,189850.07491179835
1234,231087.590713555
1373,123750.26873508142
1672,104452.81545964046
1939,115434.91135369497
